RCo43,1965.00 ,D:Corman,P:Corman,St:AIP,\Ecol\CS,Horr,,H**,B(Edgar Allan Poe),|,,,,,,,,,,,,,
RCo44,1966.00 ,D:Corman,P:Corman,St:AIP,col,Actn,aw,funeral chapel,W(Charles P. Griffith),|,,,,,,,,,,,,,
RCo45,1967.00 ,D:Corman,P:Corman,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
RCo46,1967.00 ,D:Corman,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
RCo47,1970.00 ,D:Corman,P:Corman,St:AIP,col,Horr,,"csd,FL; T(1930)",R(R),|,,,,,,,,,,,,,
RCo48,1970.00 ,D:Corman,PN:,St:AIP,,Horr,,AL; TX; NM,R(R),|,,,,,,,,,,,,,
RCo49,1971.00 ,D:Corman,P:Corman,St:U.A.,prc,Ctxx,aw,air,Cost(1M),|,,,,,,,,,,,,,
RCo60,1980.00 ,D:Corman,P:Corman,SU:,,Porn,,,Er(1980?),|,,,,,,,,,,,,,
RCo70,1987.00 ,D:Corman,P:,SU:,,Horr,,,Er(1987?),|,,,,,,,,,,,,,
RGt,1955.00 ,D:Ghatak,prds,st,p,ct,aw,lc,nt,|,,,,,,,,,,,,,
RGt10,1964.00 ,D:Ghatak,PU:,SU:,prc,Ctxx,,lc,,|,,,,,,,,,,,,,
RGt15,1965.00 ,D:Ghatak,PU:,SU:,prc,Ctxx,,lc,Alt(T:Golden Line),|,,,,,,,,,,,,,
RMl,1955.00 ,D:Milland,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
RMl1,1955.00 ,D:Milland,P:,St:Republic,\Trucolor,West,H,"desert, West",,|,,,,,,,,,,,,,
RStn,1955.00 ,D:R.Stevens,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
RSt100,1955.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(10Oct1955) Le(30m),|,,,,,,,,,,,,,
RSt101,1955.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(20Nov1955) Le(30m) B(Dorothy L. Sayers),|,,,,,,,,,,,,,
RSt102,1955.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(11Dec1955) Le(30m),|,,,,,,,,,,,,,
RSt103,1955.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(25Dec1955) Le(30m) VT(N:HQ7) Seen(17Jun1991),|,,,,,,,,,,,,,
RSt104,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(15Jan1956) Le(30m),|,,,,,,,,,,,,,
RSt105,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(22Jan1956) Le(30m) B(Lillian delaTorre) VT(N:HQ3,|,,,,,,,,,,,,,
RSt106,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(29Jan1956) Le(30m) W(B(Ray Bradbury)),|,,,,,,,,,,,,,
RSt107,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,monastery,TV(26Feb1956) Le(30m) VT(N:HS7=broken) Seen(10Oct1992),|,,,,,,,,,,,,,
RSt108,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,France; T(1905),TV(11Mar1956) Le(30m) VT(N:HQ7) Seen(29Jun1991),|,,,,,,,,,,,,,
RSt109,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,"beach town, East",TV(8Apr1956) Le(30m) Seen(26Feb1993) VT(N:HD2-5,|,,,,,,,,,,,,,
RSt110,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(22Apr1956) Le(30m),|,,,,,,,,,,,,,
RSt111,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,"pretend haunted house, England",TV(29Apr1956) Le(30m),|,,,,,,,,,,,,,
RSt112,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,"TV(6May1956) Le(30m) VT(N:HD2-8,HQ8) Seen(14Jul1991)",|,,,,,,,,,,,,,
RSt113,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(20May1956) Le(30m),|,,,,,,,,,,,,,
RSt114,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(24Jun1956) Le(30m) B(Woolrich) W(F.Cottrell) Seen(14Jan1991) VT(N:HP3,|,,,,,,,,,,,,,
RSt115,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(14Oct1956) Le(30m),|,,,,,,,,,,,,,
RSt116,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,mansion; clockstore,"B(John Collier) TV(21Oct1956) Le(30m) Seen(15Dec1990),22Feb92 VT(N:HRr3",|,,,,,,,,,,,,,
RSt117,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(4Nov1956) Le(30m),|,,,,,,,,,,,,,
RSt118,1956.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(30Dec1956) Le(30m) Seen(30Dec1990) VT(N:HP3,|,,,,,,,,,,,,,
RSt201,1957.00 ,D:R.Stevens,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
RSt319,1957.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,"train, LA, CA","TV(27Jan1957) Le(30m) W(Silliphant) B(Sanford Wolf) Seen(31Dec1990) VT(N:HD1-14,HP3",|,,,,,,,,,,,,,
RSt320,1957.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(17Feb1957) Le(30m) Seen(27Jan1993) VT(N:HD1-16,|,,,,,,,,,,,,,
RSt321,1957.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(24Feb1957) Le(30m) VT(N:HD1-10) Seen(1Jan1993),|,,,,,,,,,,,,,
RSt322,1957.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(3March1956) Le(30m),|,,,,,,,,,,,,,
RSt323,1957.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,"Nt(three parts) Le(30m) VT(N:HQ9) Seen(21Jul1991) TV(17Mar1957, 24Mar1957, 31Mar1957)",|,,,,,,,,,,,,,
RSt324,1957.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,"slum, London, England; T(1900)",TV(5May1957) Le(30m) B(Thomas Burke) VT() Seen(16Jan1991),|,,,,,,,,,,,,,
RSt325,1957.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,"train station, WI",TV(23Jun1957) Le(30m) W(Francis Cockerell) B(Frederic Brown) VT(N:HP5) Seen(28Jan1991),|,,,,,,,,,,,,,
RSt326,1957.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,Emmy dir,,TV(6Oct1957) Le(30m),|,,,,,,,,,,,,,
RSt327,1957.00 ,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,"modest apartment, town, East",TV(27Oct1957) Le(30m) B(Henry Slesar) Seen(20Apr1992)) VT(N:HS1,|,RSt328,T:Lord Arthur Savile's Crime,1958.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley, Shamley,NBC","bnw,TV",Susp,,,TV(13Jan1958) Le(30m) W(F.Cockrell) B(Oscar~Wilde),|,
RSt329,1958.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(26Jan1958) Le(30m),|,,,,,,,,,,,,,
RSt330,1958.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,"hotel, Paris, France",TV(2Feb1958) Le(30m),|,,,,,,,,,,,,,
RSt331,1958.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,NBC","bnw,TV",Susp,,,TV(3Feb1958) Le(1h),|,,,,,,,,,,,,,
RSt332,1958.00 ,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,"SFO, CA",TV(16Mar1958) Le(30m) Seen(2Jan1991),|,,,,,,,,,,,,,
RSt333,1958.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,NBC","bnw,TV",Susp,,,TV(17Mar1958) Le(1h) B(Eric Ambler),|,,,,,,,,,,,,,
RSt334,1958.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,Hong Kong,TV(15Jun1958) Le(30m),|,,,,,,,,,,,,,
RSt335,1958.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(12Oct1958) Le(30m),|,,,,,,,,,,,,,
RSt336,1958.00 ,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,,TV(9Nov1958) Le(30m) B(Ray Bradbury) Seen(20Feb1993) VT(N:HD2-4,|,,,,,,,,,,,,,
RSt337,1958.00 ,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,"NYC, NY",TV(16Nov1958) Le(30m) Seen(14Jul1991) VT(N:HQ8,|,,,,,,,,,,,,,
RSt338,1958.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(14Dec1958) Le(30m) B(Margaret Manners),|,,,,,,,,,,,,,
RSt339,1959.00 ,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,"carlot, town, USA","TV(15Mar1959) Le(30m) VT()n(,HR3) Seen(16Dec1990)",|,,,,,,,,,,,,,
RSt340,1959.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV","Susp, Docu",,SFO CA; T(1857),TV(12Apr1959) Le(30m),|,,,,,,,,,,,,,
RSt341,1959.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(19Apr1959) Le(30m),|,,,,,,,,,,,,,
RSt342,1959.00 ,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,bar,"TV(11Oct1959) Le(30m) Seen(27Dec1990) VT(N:HD1-11,HP3",|,,,,,,,,,,,,,
RSt343,1959.00 ,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,,TV(13Dec1959) Le(30m),|,,,,,,,,,,,,,
RSt344,1961.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley, NBC","bnw,TV",Susp,,,TV(14Feb1961) Le(30m) W(Robert~Bloch),|,,,,,,,,,,,,,
RSt405,1962.00 ,D:R.Stevens,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
RSt410,1963.00 ,D:R.Stevens,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
RSt440,1963.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley, CBS","bnw,TV",Susp,,,TV(13Dec1963) Le(1h) B(Robert Arthur) W(William Fay) Seen(4Feb1998) vt,|,,,,,,,,,,,,,
RSt441,1964.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley, CBS","bnw,TV",Susp,,,TV(10Jan1964) Le(1h) B(H.G. Wells) W(John Collier),|,,,,,,,,,,,,,
RSt442,1964.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley, CBS","bnw,TV",Susp,,,TV(17Apr1964) Le(1h) B(Patrick Quentin),|,,,,,,,,,,,,,
RSt445,1964.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley, CBS","bnw,TV","ScFi,Susp",,,TV(28Dec1964) Le(1h) B(John Wyndham),|,,,,,,,,,,,,,
RSt446,1965.00 ,D:R.Stevens,P:Hitchcock,"St:Shamley, CBS","bnw,TV",Susp,,Bahamas,TV(19Apr1965) Le(1h) B(W.W. Jacobs),|,,,,,,,,,,,,,
SK,1955.00 ,D:St.Kramer,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
SK1,1955.00 ,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
SK2,1957.00 ,D:St.Kramer,P:St.Kramer,St:U.A.,\Tcol,Advt,H*,Spain; T(1810),,|,,,,,,,,,,,,,
SK3,1958.00 ,D:St.Kramer,P:St.Kramer,St:U.A.,bnw,Dram,"AAN, AAN dir, H**",,"W(Nathan E. Douglas, Harold Jacob Smith; AA) C(Sam Leavitt; AA) R(NR)",|,,,,,,,,,,,,,
SK4,1959.00 ,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
SK5,1960.00 ,D:St.Kramer,P:St.Kramer,S:U.A.,bnw,Hist,H**,"courtroom, town, South; T(1925)","B(Jerome Lawrence, Robert~E.~Lee) W(Nathan A. Douglas, Harold Joacob Smith; AAN) C(E.Laszlo; AAN)",|,,,,,,,,,,,,,
SK6,1961.00 ,D:St.Kramer,P:St.Kramer,"St:Roxlom, U.A.",bnw,Dram,Z*,"Nurnberg, Germany",B(Abby Mann) Seen(26Jan1991),|,,,,,,,,,,,,,
SK8,1963.00 ,D:St.Kramer,PN:,SU:,prc,Comd,aw,lc,R(G),|,,,,,,,,,,,,,
SK10,1965.00 ,D:St.Kramer,P:St.Kramer,St:U.A.,bnw,,H***,"ocean liner, Atlantic; T(1933)",B(Katherine Ann Porter) W(Abbey Mann; AA),|,,,,,,,,,,,,,
SK12,1967.00 ,D:St.Kramer,P:St.Kramer,St:Columbia,\Tcol,Dram,"AAN, AAN dir","mansion, S.F., CA",M(Frank deVol; AAN) W(William Rose; AA),|,,,,,,,,,,,,,
SK14,1969.00 ,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
SK16,1971.00 ,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
SK17,1971.00 ,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
SK20,1973.00 ,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw,lc,C(Surtees),|,,,,,,,,,,,,,
SK22,1973.00 ,D:St.Kramer,P:St.Kramer,St:Columbia,col,Advt,H*,lc,"M(Barry deVorzon, Perry Botkin~jr.; AAN)",|,,,,,,,,,,,,,
SK26,1977.00 ,D:St.Kramer,"PN:Lew Grade, Martin Starger",St:Associated General,\CFcol,Susp,(H),lc,R(R) Alt(T:The Domino Killings; \GB),|,,,,,,,,,,,,,
SK30,1979.00 ,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
SuH,1955.00 ,D:Hani,prds,st,p,ct,aw,lc,nt,|,,,,,,,,,,,,,
SuH1,1955.00 ,D:Hani,PU:,SU:,bnw,Docu,,,Le(30m) Seen(16Jan1999),|,,,,,,,,,,,,,
SuH2,1956.00 ,D:Hani,PU:,SU:,bnw,Docu,,,Le(30m) Seen(16Jan1999),|,,,,,,,,,,,,,
SuH10,1961.00 ,D:Hani,PU:,St:Iwapami,bnw,Docu,,lc,Alt(T:Bad Boys) Seen(16Jan1999),|,,,,,,,,,,,,,
SuH14,1963.00 ,D:Hani,PU:,SU:,prc,Ctxx,,lc,Alt(T:He and She; U.S.),|,,,,,,,,,,,,,
SuH15,1963.00 ,D:Hani,PU:,SU:,prc,Ctxx,,lc,W(Mansaku Itami) Alt(T:Children Hand in Hand),|,,,,,,,,,,,,,
SuH20,1968.00 ,D:Hani,PU:,SU:,prc,Ctxx,,"Sinjuku, Tokyo, Japan",W(Terayama) Alt(T:The Inferno of First Love),|,,,,,,,,,,,,,
ToG,1955.00 ,D:Gries,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
ToG3,1968.00 ,D:Gries,PN:,SU:,prc,Ctxx,aw,lc,W(Gries),|,,,,,,,,,,,,,
ToG6,1970.00 ,D:Gries,PN:Walter Mirisch,St:U.A.,\DeLuxe,Dram,H,HA,W(J.R.Webb) B(Michener),|,,,,,,,,,,,,,
ToG8,1972.00 ,D:Gries,PN:,SU:,TV,CTxx,aw,lc,"W(T.K.Wynn) B(Truman Capote, Wyatt Cooper)",|,,,,,,,,,,,,,
ToG9,1973.00 ,D:Gries,PN:,SU:,prc,CTxx,aw,lc,"W(Alan Trustman, Harold Clemens) B(Alan Trustman)",|,,,,,,,,,,,,,
ToG10,1975.00 ,D:Gries,PN:,SU:,prc,Ctxx,aw,lc,"R(PG) W(Howard B. Krietsek, Marc Norman, Elliott Baker)",|,,,,,,,,,,,,,
ToG15,1976.00 ,D:Gries,PN:Jerry Gershwin,St:U.A.,\DeLuxe,Susp,H*,lc,R(PG),|,,,,,,,,,,,,,
ToG20,1980.00 ,D:Gries,PN:,SU:,prc,CTxx,aw,lc,W(Edward Anhalt) Er(19xx?),|,,,,,,,,,,,,,
ToG22,1980.00 ,D:Gries,PN:,SU:,prc,BioP,aw,boxing rings; T(1960-1975),"R(PG) W(Ring Lardner~jr). B(Muhammed Ali, Herbert Muhammed, Richard Durham) Er(19xx?)",|,,,,,,,,,,,,,
VDa,1955.00 ,D:V.Davies,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
VDa10,1955.00 ,D:V.Davies,PN:Aaron Rosenberg,St:U-I,\Tcol,"Misc,BiopP",H*,"Chicago, IL",W(V.Davies),|,,,,,,,,,,,,,
WiF,1955.00 ,D:Fairchild,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
WiF10,1955.00 ,D:Fairchild,PN:Herbert Mason,St:Group Three,\Ecol,"Romt,Comd",H,"London, England",|,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"1956: Interesting Movies, after 1956",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
AbB,1956.00 ,D:A.Biberman,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
AbB1,1956.00 ,D:A.Biberman,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
ABd,1956.00 ,D:Band,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
ABd,1956.00 ,D:Band,PN:,SU:,prc,Actn,aw,lc,Inc(43M),|,,,,,,,,,,,,,
ABd4,1957.00 ,D:Band,PN:,SU:,prc,Horr,aw,lc,,|,,,,,,,,,,,,,
AVL,1956.00 ,D:McLaglen,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
AVL2,1956.00 ,D:McLaglen,PN:Ray Wander,St:Fox,bnw,Dram,H*,; T(1870),,|,,,,,,,,,,,,,
AVL6,1963.00 ,D:McLaglen,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
AVL7,1965.00 ,D:McLaglen,PN:,SU:,prc,Dram,aw,"csd, VA; T(1850)",,|,,,,,,,,,,,,,
AVL9,1966.00 ,D:McLaglen,PN:,SU:,prc,West,aw,MO; OR,Er(title),|,,,,,,,,,,,,,
AVL10,1968.00 ,D:McLaglen,PN:Robert L. Jacks,St:Fox,\DeLuxe,West,-H,AZ; Mexico,Seen(2Nov1990),|,,,,,,,,,,,,,
AVL11,1969.00 ,D:McLaglen,PN:Robert L. Jacks,St:Fox,\DeLuxe,West,H,AZ,,|,,,,,,,,,,,,,
AVL13,1971.00 ,D:McLaglen,PN:,SU:,col,Actn,CG**,"oilfields, USA",|,,,,,,,,,,,,,,
AVL17,1971.00 ,D:McLaglen,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
AVL18,1971.00 ,D:McLaglen,P:McLaglen,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
AVL19,1971.00 ,D:McLaglen,PN:,SU:,prc,CTxx,aw,lc,R(R) Er(Dir),|,,,,,,,,,,,,,
AVL21,1973.00 ,D:McLaglen,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
AVL29,1977.00 ,D:McLaglen,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
AVL30,1978.00 ,D:McLaglen,PN:Euan Lloyd,St:Rank,\Ecol,Advt,H,central Africa,R(R),|,,,,,,,,,,,,,
AVL35,1980.00 ,D:McLaglen,PN:Euan Lloyd,"St:Richmond, Lorimar",\Ecol,Advt,H*,lc,R(PG),|,,,,,,,,,,,,,
CD,1956.00 ,D:C.Donner,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
CD7,1963.00 ,D:C.Donner,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
CD8,1965.00 ,D:C.Donner,P:Charlie~Feldman,"St:U.A., Famous Artists",\Tcol,Comd,aw,"Paris, France",W(Woody~Allen) M(Burt Bacharach; AAN),|,,,,,,,,,,,,,
CD10,1967.00 ,D:C.Donner,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
CD11,1967.00 ,D:C.Donner,PN:,SU:,prc,Ctxx,aw,lc,W(Elliott Baker) B(Murray Schisgal),|,,,,,,,,,,,,,
CD20,1973.00 ,D:C.Donner,PN:Jach C. Wiener,St:AIP,col,Horr,aw,lc,W(Jeremy Lloyd) Alt(T:Vampira; 1974),|,,,,,,,,,,,,,
CD22,1974.00 ,D:C.Donner,PN:Jack H. Wiener,St:Columbia,col,Comd,H,castle,|,,,,,,,,,,,,,,
CD28,1981.00 ,D:C.Donner,PN:,SU:,,Fant,H-,,TV(1981),|,,,,,,,,,,,,,
CD29,1981.00 ,D:C.Donner,PN:Jerry Sherlock,St:U.A.,\CFcol,Advt,H,,Ser(Charlie Chan; 48) R(PG),|,,,,,,,,,,,,,
CD31,1982.00 ,D:C.Donner,PN:,SU:,TV,,,,TV(1982),|,,,,,,,,,,,,,
CD33,1982.00 ,D:C.Donner,PN:,SU:,TV,,,,Er(x.Donner) B(Dickens),|,,,,,,,,,,,,,
DMG,1956.00 ,D:McGuire,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
DMG1,1956.00 ,D:McGuire,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
DMG2,1957.00 ,D:McGuire,PN:,SU:,,Comd,|,,,,,,,,,,,,,,,,
FCk,1956.00 ,D:F.Cockrell,prds,st.,p,ct,aw,lc,Nt(only),|,,,,,,,,,,,,,
FCk1,1956.00 ,D:F.Cockrell,P:Hitchcock,"St:Shamley,CBS",bnw,Susp,,,"W(F.Cockrell, M.Cockrell) TV(25Mar1956) Le(30m) VT(N:HQ5) Seen(28Jun1991)",|,,,,,,,,,,,,,
FCk2,1956.00 ,D:F.Cockrell,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,"mansion, LA","TV(16Dec1956) Le(30m) W(M.Cockrell) Seen(12Dec1990) VT()n(,HR3",|,,,,,,,,,,,,,
FiC,1956.00 ,D:F.Cook,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
FiC1,1956.00 ,D:F.Cook,"PN:Jed Harris, Michael Myerberg","St:U.A., SL:\GB",bnw,Dram,H***,"NYC, NY",W(Rod Sterling) Alt(T:Patterns; USA),|,,,,,,,,,,,,,
FiC3,1966.00 ,D:F.Cook,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
FiC4,1967.00 ,D:F.Cook,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
FiC5,1968.00 ,D:F.Cook,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
FiC11,1973.00 ,D:F.Cook,PN:,SU:,TV,Dram,aw,"Manhattan, NY",,|,,,,,,,,,,,,,
FiC13,1974.00 ,D:F.Cook,PN:,SU:,TV,|,,,,,,,,,,,,,,,,,
FiC20,1980.00 ,D:F.Cook,PN:,SU:,prc,BioP,aw,lc,W(Blanche Hanalis) Er(1980?),|,,,,,,,,,,,,,
FrE,1956.00 ,D:Eichorn,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
FrE10,1956.00 ,D:Eichorn,"PN:OCamp, A.O. Bayer",St:Headliner,bnw,Porn,aw,lc,W(E.D.Wood~jr) Alt(T:Female; 1957),|,,,,,,,,,,,,,
FrL,1956.00 ,D:Lyon,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
FrL10,1956.00 ,D:Lyon,PN:Lawrence Edward Watkin,St:Disney,\Tcol\CS,Advt,H*,South,|,,,,,,,,,,,,,,
GeP,1956.00 ,D:Pollock,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
GeP10,1963.00 ,D:Pollock,PN:George H. Brown,St:MGM,bnw,Mystp,H*,England,B(Agatha Christie),|,,,,,,,,,,,,,
GeP15,1963.00 ,D:Pollock,PN:,SU:,,Myst,,England,B(Agatha Christie),|,,,,,,,,,,,,,
GeP15,1964.00 ,D:Pollock,PN:Lawrence P. Bachman,St:MGM,bnw,Myst,H,England,B(Agatha Christie),|,,,,,,,,,,,,,
GeP18,1964.00 ,D:Pollock,PN:,SU:,,Myst,,England,B(Agatha Christie),|,,,,,,,,,,,,,
GeP25,1965.00 ,D:Pollock,PN:,SU:,,Myst,H*,England,B(Agatha Christie),|,,,,,,,,,,,,,
GeP40,1979.00 ,D:Pollock,P:Ray~Stark,"St:Columbia, Universal",\Tcol,West,H*,lc,R(PG),|,,,,,,,,,,,,,
GOw,1956.00 ,D:G.Oswald,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
GOw10,1956.00 ,D:G.Oswald,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
GOw15,1958.00 ,D:G.Oswald,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
GOw20,1966.00 ,D:G.Oswald,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
HeD,1956.00 ,D:Daugherty,prds,st.,p,ct,aw,lc,Nt(Hitch TV),|,,,,,,,,,,,,,
HeD100,1956.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,"school, csd, USA",TV(13May1956) Le(30m) VT(N:HD2-7) Seen(4Mar1993),|,,,,,,,,,,,,,
HeD101,1956.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,NorthEast,TV(17Jun1956) Le(30m) VT() Seen(11Dec1990),|,,,,,,,,,,,,,
HeD102,1956.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,"big house, csd, Midwest",TV(7Oct1956) Le(30m) VT(N:HP1,|,,,,,,,,,,,,,
HeD103,1956.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(21Oct1956) Le(30m),|,,,,,,,,,,,,,
